vaccine,influenza_season,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,indicator_category_label,month_week,week_ending,nd_weekly_estimate,ci_half_width_90pct,ci_half_width_95pct,n_weighted,n_unweighted,suppression_flag,data_source
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 1,2024-10-05T00:00:00.000,37.1344,6.1146,7.2855,,981,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,2024-10-12T00:00:00.000,32.2068,4.3731,5.2105,,1379,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,2024-10-19T00:00:00.000,33.305,5.1733,6.1639,,1377,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,2024-10-26T00:00:00.000,37.2699,5.2989,6.3136,,1277,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 1,2024-09-07T00:00:00.000,39.4998,5.434,6.4745,,1176,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 2,2024-09-14T00:00:00.000,36.2587,6.0548,7.2142,,1414,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 3,2024-09-21T00:00:00.000,32.8449,4.6093,5.492,,1380,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 4,2024-09-28T00:00:00.000,36.1794,5.3469,6.3708,,1430,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,August Week 4,2024-08-24T00:00:00.000,30.7338,0.644,0.7673,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,August Week 5,2024-08-31T00:00:00.000,30.8476,0.655,0.7805,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,December Week 1,2024-12-07T00:00:00.000,43.5507,1.254,1.4941,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,December Week 2,2024-12-14T00:00:00.000,43.5507,1.254,1.4941,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,December Week 3,2024-12-21T00:00:00.000,43.9378,1.2937,1.5415,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,December Week 4,2024-12-28T00:00:00.000,43.987,1.2962,1.5444,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,January Week 1,2025-01-04T00:00:00.000,45.2612,1.4361,1.7112,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,January Week 2,2025-01-11T00:00:00.000,45.3768,1.4416,1.7177,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,January Week 3,2025-01-18T00:00:00.000,45.4974,1.4517,1.7297,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,January Week 4,2025-01-25T00:00:00.000,45.7838,1.4856,1.7701,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,November Week 1,2024-11-02T00:00:00.000,39.8763,0.9725,1.1587,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,November Week 2,2024-11-09T00:00:00.000,40.0875,0.9782,1.1655,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,November Week 3,2024-11-16T00:00:00.000,40.1734,0.9782,1.1655,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,November Week 4,2024-11-23T00:00:00.000,41.0643,1.433,1.7074,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,November Week 5,2024-11-30T00:00:00.000,42.453,2.0078,2.3923,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,October Week 1,2024-10-05T00:00:00.000,34.354,0.67,0.7983,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,October Week 2,2024-10-12T00:00:00.000,35.0549,0.7797,0.929,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,October Week 3,2024-10-19T00:00:00.000,36.2362,1.2825,1.5281,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,October Week 4,2024-10-26T00:00:00.000,36.6909,1.34,1.5966,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,September Week 1,2024-09-07T00:00:00.000,30.8476,0.655,0.7805,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,September Week 2,2024-09-14T00:00:00.000,31.1034,0.6584,0.7845,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,September Week 3,2024-09-21T00:00:00.000,31.7122,0.7012,0.8354,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Received a vaccination,September Week 4,2024-09-28T00:00:00.000,31.8521,0.7151,0.852,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,August Week 4,2024-08-24T00:00:00.000,30.7338,0.644,0.7673,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,August Week 5,2024-08-31T00:00:00.000,30.8476,0.655,0.7805,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,December Week 1,2024-12-07T00:00:00.000,43.5507,1.254,1.4941,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,December Week 2,2024-12-14T00:00:00.000,43.5507,1.254,1.4941,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,December Week 3,2024-12-21T00:00:00.000,43.9378,1.2937,1.5415,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,December Week 4,2024-12-28T00:00:00.000,43.987,1.2962,1.5444,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,January Week 1,2025-01-04T00:00:00.000,45.2612,1.4361,1.7112,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,January Week 2,2025-01-11T00:00:00.000,45.3768,1.4416,1.7177,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,January Week 3,2025-01-18T00:00:00.000,45.4974,1.4517,1.7297,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,January Week 4,2025-01-25T00:00:00.000,45.7838,1.4856,1.7701,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,November Week 1,2024-11-02T00:00:00.000,39.8763,0.9725,1.1587,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,November Week 2,2024-11-09T00:00:00.000,40.0875,0.9782,1.1655,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,November Week 3,2024-11-16T00:00:00.000,40.1734,0.9782,1.1655,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,November Week 4,2024-11-23T00:00:00.000,41.0643,1.433,1.7074,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,November Week 5,2024-11-30T00:00:00.000,42.453,2.0078,2.3923,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,October Week 1,2024-10-05T00:00:00.000,34.354,0.67,0.7983,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,October Week 2,2024-10-12T00:00:00.000,35.0549,0.7797,0.929,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,October Week 3,2024-10-19T00:00:00.000,36.2362,1.2825,1.5281,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,October Week 4,2024-10-26T00:00:00.000,36.6909,1.34,1.5966,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,September Week 1,2024-09-07T00:00:00.000,30.8476,0.655,0.7805,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,September Week 2,2024-09-14T00:00:00.000,31.1034,0.6584,0.7845,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,September Week 3,2024-09-21T00:00:00.000,31.7122,0.7012,0.8354,,92117,0,NIS-ACM
RSV,,National,National,Overall,75+ years,Up-to-date,Yes,September Week 4,2024-09-28T00:00:00.000,31.8521,0.7151,0.852,,92117,0,NIS-ACM
